type_appareil,airline_iata,iata_departure,iata_arrival,departure_country,arrival_country,departure_continent,arrival_continent,distance_km,co2,seats,n_flights
ceo,G4,ABE,AVL,US,US,NA,NA,850.0052181627976,10955.546532904087,186.0,1.0
ceo,G4,ABE,BNA,US,US,NA,NA,1101.5750246337288,863672.5360779508,11799.0,66.0
ceo,UA,ABE,DEN,US,US,NA,NA,2476.779362200853,12825.542159371582,75.0,0.5
ceo,DL,ABE,DTW,US,US,NA,NA,683.2465987361404,4786.014829085446,78.5,0.5
ceo,DL,ABE,EWR,US,US,NA,NA,107.81967522188336,2486.742458333585,78.5,0.5
ceo,UA,ABE,EWR,US,US,NA,NA,107.81967522188336,7460.227375000755,225.0,1.5
ceo,G4,ABE,FLL,US,US,NA,NA,1674.661361339687,951997.9765684466,9324.0,52.5
ceo,UA,ABE,FLL,US,US,NA,NA,1674.661361339687,9066.647395889968,75.0,0.5
ceo,UA,ABE,IAH,US,US,NA,NA,2154.055340948785,11281.400972072404,75.0,0.5
ceo,UA,ABE,LGA,US,US,NA,NA,133.4047455806769,2586.084010723479,75.0,0.5
ceo,UA,ABE,MCO,US,US,NA,NA,1457.9477604124222,8096.447459005555,75.0,0.5
ceo,G4,ABE,MYR,US,US,NA,NA,833.1995491921562,924689.5386467013,15282.0,85.5
ceo,UA,ABE,PBI,US,US,NA,NA,1607.6613576213622,8764.635687331423,75.0,0.5
ceo,G4,ABE,PGD,US,US,NA,NA,1638.09615556625,3168968.197450649,32613.0,178.0
ceo,UA,ABE,PHL,US,US,NA,NA,88.28036028940677,2411.0564871910747,75.0,0.5
ceo,G4,ABE,PIE,US,US,NA,NA,1561.452665267938,1951091.4198368571,20371.5,114.0
ceo,G4,ABE,SAV,US,US,NA,NA,1077.1924428919256,643859.4517343546,8931.0,50.0
ceo,G4,ABE,SFB,US,US,NA,NA,1419.314758439521,3685366.419720883,42669.0,232.5
ceo,UA,ABE,SFO,US,US,NA,NA,4023.570619754051,20820.648689427584,75.0,0.5
ceo,G4,ABE,TYS,US,US,NA,NA,920.8322879149142,5775.039990398081,88.5,0.5
ceo,DL,ABI,ATL,US,US,NA,NA,1430.2839779509293,7973.989168284069,78.5,0.5
ceo,UA,ABI,AUS,US,US,NA,NA,311.78773533344264,3286.184153044334,75.0,0.5
ceo,AA,ABI,DCA,US,US,NA,NA,2165.13382469793,11333.698930630831,75.0,0.5
ceo,UA,ABI,DEN,US,US,NA,NA,940.4689356819908,11715.64304123332,150.0,1.0
ceo,AA,ABI,DFW,US,US,NA,NA,253.80891556866112,6114.400406819334,150.0,1.0
ceo,UA,ABI,DFW,US,US,NA,NA,253.80891556866112,3057.200203409667,75.0,0.5
ceo,AA,ABI,GEG,US,US,NA,NA,2263.6485758312474,11800.973712882562,75.0,0.5
ceo,DL,ABI,PHX,US,US,NA,NA,1157.604188673081,6783.754362836688,78.5,0.5
ceo,DL,ABQ,ATL,US,US,NA,NA,2042.7385698392768,21517.41941018303,157.0,1.0
ceo,G4,ABQ,AUS,US,US,NA,NA,996.0712190356412,24372.32673718894,354.0,2.0
ceo,G4,ABQ,BOI,US,US,NA,NA,1256.5155053476317,7211.966247387801,93.0,0.5
ceo,AS,ABQ,BOS,US,US,NA,NA,3176.7697891984026,16321.88546208674,74.5,0.5
ceo,B6,ABQ,BOS,US,US,NA,NA,3176.7697891984026,130575.08369669392,600.0,4.0
ceo,B6,ABQ,BUR,US,US,NA,NA,1080.7585676787444,64538.45465907232,756.0,5.0
neo,Y4,ABQ,CUU,US,MX,NA,NA,705.3434035792748,16839.446303204706,366.0,2.0
ceo,Y4,ABQ,CUU,US,MX,NA,NA,705.3434035792748,19508.08551077648,358.0,2.0
ceo,G4,ABQ,CYS,US,US,NA,NA,696.8239181335705,4841.909779476222,93.0,0.5
neo,F9,ABQ,DEN,US,US,NA,NA,561.8272747336479,255737.1596883773,6510.0,35.0
ceo,F9,ABQ,DEN,US,US,NA,NA,561.8272747336479,115817.17528008913,2445.0,13.5
ceo,NK,ABQ,DEN,US,US,NA,NA,561.8272747336479,8579.050020747341,182.0,1.0
ceo,UA,ABQ,DEN,US,US,NA,NA,561.8272747336479,952274.552302955,16650.0,111.0
ceo,NK,ABQ,DFW,US,US,NA,NA,915.5069402340158,11505.234842137546,182.0,1.0
ceo,UA,ABQ,DFW,US,US,NA,NA,915.5069402340158,5752.617421068773,75.0,0.5
ceo,B6,ABQ,EWR,US,US,NA,NA,2905.103198377167,14941.044769468845,75.0,0.5
ceo,B6,ABQ,FLL,US,US,NA,NA,2715.5770317624456,13995.671004042088,75.0,0.5
neo,Y4,ABQ,GDL,US,MX,NA,NA,1640.937826527162,237840.27899829752,2724.0,15.0
ceo,Y4,ABQ,GDL,US,MX,NA,NA,1640.937826527162,53486.4201706508,527.0,3.0
ceo,NK,ABQ,IAH,US,US,NA,NA,1196.9274761472343,6953.513283506368,91.0,0.5
ceo,UA,ABQ,IAH,US,US,NA,NA,1196.9274761472343,69535.13283506369,750.0,5.0
ceo,B6,ABQ,JFK,US,US,NA,NA,2937.8347979362843,8685839.429774312,43281.0,287.5
ceo,G4,ABQ,LAR,US,US,NA,NA,700.9615154465328,4858.95845202011,93.0,0.5
ceo,NK,ABQ,LAS,US,US,NA,NA,782.8237233769046,10395.424621427554,182.0,1.0
ceo,AS,ABQ,LAX,US,US,NA,NA,1089.8993044283843,6492.960757623602,74.5,0.5
ceo,B6,ABQ,LGB,US,US,NA,NA,1068.852141919342,19208.83995293029,225.0,1.5
ceo,G4,ABQ,LYH,US,US,NA,NA,2469.85194600938,25583.89397046534,186.0,1.0
neo,F9,ABQ,MCO,US,US,NA,NA,2499.1146778838643,665631.0817648199,5394.0,29.0
ceo,F9,ABQ,MCO,US,US,NA,NA,2499.1146778838643,336283.8367727483,2370.0,13.0
ceo,NK,ABQ,MCO,US,US,NA,NA,2499.1146778838643,12933.993722028785,91.0,0.5
ceo,DL,ABQ,MSP,US,US,NA,NA,1577.9830950107312,310732.069677609,2821.5,18.0
ceo,NK,ABQ,MSP,US,US,NA,NA,1577.9830950107312,8631.446379933583,91.0,0.5
ceo,B6,ABQ,ONT,US,US,NA,NA,1014.2890147463742,6170.439758817879,75.0,0.5
ceo,UA,ABQ,ORD,US,US,NA,NA,1798.9003685676878,520103.88962370687,4050.0,27.0
ceo,AS,ABQ,PAE,US,US,NA,NA,1930.5328323236024,10236.997470123686,75.0,0.5
ceo,B6,ABQ,PHL,US,US,NA,NA,2811.6214864926587,14472.90472483797,75.0,0.5
ceo,AA,ABQ,PHX,US,US,NA,NA,528.0179919246544,24914.13268634729,450.0,3.0
ceo,B6,ABQ,PHX,US,US,NA,NA,528.0179919246544,8304.710895449096,150.0,1.0
ceo,DL,ABQ,PHX,US,US,NA,NA,528.0179919246544,4152.355447724548,78.5,0.5
ceo,G4,ABQ,RNO,US,US,NA,NA,1266.1168687314532,14507.49405094898,186.0,1.0
ceo,UA,ABQ,SAN,US,US,NA,NA,1011.132363247864,6157.025927351637,75.0,0.5
ceo,G4,ABQ,SBN,US,US,NA,NA,1915.4827394844383,20334.82802277134,186.0,1.0
ceo,G4,ABQ,SDF,US,US,NA,NA,1895.3143280346096,20148.624338194644,177.0,1.0
ceo,AS,ABQ,SEA,US,US,NA,NA,1898.5312422841337,3147815.096859114,23285.5,156.0
ceo,UA,ABQ,SFO,US,US,NA,NA,1442.36389906757,16054.848499758586,150.0,1.0
ceo,B6,ABQ,SJC,US,US,NA,NA,1400.0386999754205,7840.463331686342,75.0,0.5
ceo,G4,ABQ,SJC,US,US,NA,NA,1400.0386999754205,15680.926663372684,186.0,1.0
ceo,B6,ACA,JFK,MX,US,NA,NA,3639.009971170997,18741.085900322323,75.0,0.5
ceo,VB,ACA,JFK,MX,US,NA,NA,3639.009971170997,18741.085900322323,90.0,0.5
ceo,4O,ACA,MCO,MX,US,NA,NA,2289.878574032355,11926.060034894086,75.0,0.5
ceo,G4,ACT,DSM,US,US,NA,NA,1146.1888420223886,13469.186466968122,186.0,1.0
ceo,B6,ACY,ATL,US,US,NA,NA,1092.1264208681273,6502.49629735355,75.0,0.5
neo,NK,ACY,ATL,US,US,NA,NA,1092.1264208681273,315037.8141988577,5005.0,27.5
ceo,NK,ACY,ATL,US,US,NA,NA,1092.1264208681273,1892226.422529883,26583.0,145.5
ceo,NK,ACY,AVL,US,US,NA,NA,833.6935192027315,5409.603842495144,91.0,0.5
ceo,NK,ACY,BDL,US,US,NA,NA,318.40202055455467,3312.394667636975,91.0,0.5
ceo,NK,ACY,BWI,US,US,NA,NA,183.03110552158267,16677.238980058562,546.0,3.0
ceo,NK,ACY,CLT,US,US,NA,NA,734.5375061097869,4997.566086051525,91.0,0.5
ceo,NK,ACY,DFW,US,US,NA,NA,2140.753107510704,11218.672042904049,91.0,0.5
ceo,NK,ACY,DTW,US,US,NA,NA,800.4506079368322,15813.043240583223,275.0,1.5
ceo,B6,ACY,EWR,US,US,NA,NA,141.4763404969678,2617.480166967617,75.0,0.5
neo,NK,ACY,EWR,US,US,NA,NA,141.4763404969678,2044.7410077448608,91.0,0.5
neo,NK,ACY,FLL,US,US,NA,NA,1572.768297571707,30607.196959588757,364.0,2.0
ceo,NK,ACY,FLL,US,US,NA,NA,1572.768297571707,456228.2897767524,4851.0,26.5
ceo,B6,ACY,HPN,US,US,NA,NA,193.4095390601269,2820.1254849767565,75.0,0.5
ceo,B6,ACY,JFK,US,US,NA,NA,147.83686625946288,7926.71886872394,225.0,1.5
ceo,B6,ACY,LGA,US,US,NA,NA,158.3563176031182,2683.2249063480685,75.0,0.5
ceo,NK,ACY,LGA,US,US,NA,NA,158.3563176031182,10732.899625392274,364.0,2.0
ceo,B6,ACY,LRM,US,DO,NA,NA,2391.64862896703,12414.060336795475,75.0,0.5
ceo,NK,ACY,MBJ,US,JM,NA,NA,2344.733850987177,12188.569262510717,91.0,0.5
ceo,B6,ACY,MCO,US,US,NA,NA,1371.3974646854651,7714.365504784871,75.0,0.5
neo,NK,ACY,MCO,US,US,NA,NA,1371.3974646854651,478852.1609598936,6370.0,35.0
ceo,NK,ACY,MCO,US,US,NA,NA,1371.3974646854651,2399167.6719880947,28395.0,155.5
ceo,NK,ACY,MSP,US,US,NA,NA,1649.507535207509,8953.04680158136,91.0,0.5
ceo,NK,ACY,MSY,US,US,NA,NA,1774.66437973176,9520.856174685165,91.0,0.5
neo,NK,ACY,MYR,US,US,NA,NA,749.9508506837918,341918.8935746651,7098.0,39.0
ceo,NK,ACY,MYR,US,US,NA,NA,749.9508506837918,3097546.3510734774,55438.0,306.0
ceo,B6,ACY,PBI,US,US,NA,NA,1506.7272935569024,8313.144256172636,75.0,0.5
ceo,NK,ACY,PHL,US,US,NA,NA,73.22077762961979,2352.829915892248,91.0,0.5
neo,NK,ACY,RSW,US,US,NA,NA,1580.879700592775,607085.0962148695,7189.0,39.5
ceo,NK,ACY,RSW,US,US,NA,NA,1580.879700592775,5229879.998260889,55155.0,302.5
ceo,B6,ACY,SAV,US,US,NA,NA,1009.3250712504218,6149.347888891704,75.0,0.5
ceo,B6,ACY,SJU,US,PR,NA,NA,2472.023682448495,25604.95381770204,150.0,1.0
neo,NK,ACY,TPA,US,US,NA,NA,1470.1353389781382,405301.1373323695,5096.0,28.0
ceo,NK,ACY,TPA,US,US,NA,NA,1470.1353389781382,2600008.726978464,29117.0,159.5
ceo,G4,ADW,AEX,US,US,NA,NA,1650.4539504669692,8957.316328175855,93.0,0.5
ceo,G4,ADW,DQK,US,US,NA,NA,589.5288858852239,8804.52979165522,186.0,1.0
ceo,G4,ADW,RCA,US,US,NA,NA,2259.336270137808,11780.43613483792,93.0,0.5
ceo,G4,ADW,SKF,US,US,NA,NA,2252.0212848920905,11745.61561634597,88.5,0.5
ceo,G4,AEX,BDL,US,US,NA,NA,2122.9083700007377,11134.636368495005,88.5,0.5
ceo,G4,AEX,BED,US,US,NA,NA,2252.655328842972,11748.63289822989,88.5,0.5
ceo,G4,AEX,BIF,US,US,NA,NA,1313.051773437939,7458.531650188668,88.5,0.5
ceo,G4,AEX,BTV,US,US,NA,NA,2234.3327297597502,58307.53046189428,447.0,2.5
ceo,G4,AEX,BWI,US,US,NA,NA,1683.5935575112562,9107.049851322505,88.5,0.5
ceo,G4,AEX,DQK,US,US,NA,NA,2040.3132263329012,236442.31846358423,2002.5,11.0
ceo,G4,AEX,GRB,US,US,NA,NA,1510.4670927375807,16659.59637732022,183.0,1.0
ceo,G4,AEX,IAG,US,US,NA,NA,1774.961243832937,9522.210634645686,88.5,0.5
ceo,G4,AEX,LAS,US,US,NA,NA,2155.182148478368,11286.717963977077,88.5,0.5
ceo,G4,AEX,OAJ,US,US,NA,NA,1446.1885917232516,16088.710268212526,181.5,1.0
ceo,G4,AEX,POB,US,US,NA,NA,1330.0814232461014,7533.058595990491,88.5,0.5
ceo,G4,AEX,RIC,US,US,NA,NA,1556.1862696800158,8533.857706351515,88.5,0.5
ceo,G4,AEX,SJU,US,PR,NA,NA,3026.6962786489544,15555.334900119971,88.5,0.5
ceo,G4,AFW,CLT,US,US,NA,NA,1529.2823418421494,16827.345482081866,186.0,1.0
ceo,G4,AFW,OAK,US,US,NA,NA,2315.932076999985,24101.1691229098,186.0,1.0
ceo,G4,AFW,PIB,US,US,NA,NA,770.9139585267145,5148.257356181018,93.0,0.5
ceo,G4,AFW,SHV,US,US,NA,NA,333.0352290275925,3370.445757722606,93.0,0.5
ceo,G4,AFW,VPS,US,US,NA,NA,1059.401490654312,6362.587504722541,93.0,0.5
ceo,DL,AGS,ATL,US,US,NA,NA,230.81430447563173,2966.766903577211,78.5,0.5
ceo,DL,AGS,DFW,US,US,NA,NA,1406.2969347318892,7868.061132235924,78.5,0.5
neo,Y4,AGU,LAX,MX,US,NA,NA,2081.451189036981,2209382.111919504,20609.5,113.5
ceo,Y4,AGU,LAX,MX,US,NA,NA,2081.451189036981,711094.0509560779,5765.0,32.5
neo,Y4,AGU,MDW,MX,US,NA,NA,2611.685519967164,143419.74622721816,1084.0,6.0
ceo,Y4,AGU,MDW,MX,US,NA,NA,2611.685519967164,53934.85617989798,353.0,2.0
ceo,DL,ALB,ATL,US,US,NA,NA,1372.335672674248,1860156.2784613287,18916.5,120.5
ceo,B6,ALB,BDL,US,US,NA,NA,128.49857543052372,5134.027036579754,150.0,1.0
ceo,AA,ALB,CLT,US,US,NA,NA,1039.5574341226204,1914778.5961065777,22875.0,152.5
neo,F9,ALB,DEN,US,US,NA,NA,2590.523012086804,1233661.4265841234,9672.0,52.0
ceo,F9,ALB,DEN,US,US,NA,NA,2590.523012086804,883078.2260292481,5988.0,33.0
ceo,UA,ALB,DEN,US,US,NA,NA,2590.523012086804,13379.973121655274,75.0,0.5
ceo,DL,ALB,DTW,US,US,NA,NA,787.2150582021833,203422.5144803752,3061.0,19.5
ceo,UA,ALB,EWR,US,US,NA,NA,230.36558049533372,2965.0043215074797,75.0,0.5
ceo,B6,ALB,FLL,US,US,NA,NA,1938.3131678318791,7396564.330298908,54792.0,360.0
ceo,UA,ALB,GRR,US,US,NA,NA,957.957843930336,5931.682306668435,75.0,0.5
ceo,B6,ALB,JFK,US,US,NA,NA,234.23198865141032,8940.582715446515,225.0,1.5
ceo,DL,ALB,LGA,US,US,NA,NA,219.00681026360888,8761.244321451923,235.5,1.5
ceo,B6,ALB,MCO,US,US,NA,NA,1726.4461385772363,6724867.560020173,54489.0,361.5
neo,F9,ALB,MCO,US,US,NA,NA,1726.4461385772363,1737886.5128081609,19530.0,105.0
ceo,F9,ALB,MCO,US,US,NA,NA,1726.4461385772363,985941.8552726672,9588.0,53.0
ceo,G4,ALB,MYR,US,US,NA,NA,1101.639311628364,569262.6879578164,7699.5,43.5
ceo,UA,ALB,ORD,US,US,NA,NA,1163.5594588260544,2914432.8207715065,32100.0,214.0
ceo,B6,ALB,PBI,US,US,NA,NA,1871.7073682825187,19931.09911587822,150.0,1.0
ceo,G4,ALB,PGD,US,US,NA,NA,1906.669545884636,3534221.7204688974,32029.5,174.5
ceo,G4,ALB,PIE,US,US,NA,NA,1831.192771593904,567206.5575499822,5151.0,29.0
neo,F9,ALB,RDU,US,US,NA,NA,875.2355184156015,575058.3945243611,10974.0,59.0
ceo,F9,ALB,RDU,US,US,NA,NA,875.2355184156015,279171.5213770841,4530.0,25.0
ceo,UA,ALB,RFD,US,US,NA,NA,1257.6134323504962,7216.742009398597,75.0,0.5
ceo,B6,ALB,RSW,US,US,NA,NA,1938.415267300752,10273.478711113929,75.0,0.5
neo,F9,ALB,RSW,US,US,NA,NA,1938.415267300752,292578.43667640694,2976.0,16.0
ceo,F9,ALB,RSW,US,US,NA,NA,1938.415267300752,82187.82968891143,726.0,4.0
ceo,G4,ALB,SAV,US,US,NA,NA,1347.1355515091846,775996.8340198554,9108.0,51.0
ceo,UA,ALB,SEA,US,US,NA,NA,3791.022665926677,19555.85145396888,75.0,0.5
ceo,G4,ALB,SFB,US,US,NA,NA,1687.9383424652406,337688.4255199435,3333.0,18.5
ceo,B6,ALB,TPA,US,US,NA,NA,1818.5014645230135,9721.257626840172,75.0,0.5
ceo,DL,ALB,TPA,US,US,NA,NA,1818.5014645230135,9721.257626840172,78.5,0.5
ceo,G4,ALO,CDC,US,US,NA,NA,1839.345360674852,19633.64522548237,186.0,1.0
ceo,G4,ANC,LAS,US,US,NA,NA,3707.997030955703,19109.66948561994,93.0,0.5
ceo,B6,ANC,PDX,US,US,NA,NA,2481.8998791954537,1863306.155140781,10875.0,72.5
ceo,B6,ANC,SEA,US,US,NA,NA,2330.9399857177755,2776039.3373342413,17175.0,114.5
ceo,G4,ANC,SFO,US,US,NA,NA,3247.679486949196,16687.300046373333,93.0,0.5
ceo,AC,ANC,YVR,US,CA,NA,NA,2140.933105395742,1727806.136677385,11216.5,77.0
ceo,AA,ANU,CLT,AG,US,NA,NA,2759.934380731862,312743.34160877555,1650.0,11.0
ceo,B6,ANU,JFK,AG,US,NA,NA,2848.761108711718,5321022.252878742,27225.0,181.5
ceo,AA,ATL,AUS,US,US,NA,NA,1307.3083148472165,7433.423396486183,75.0,0.5
ceo,DL,ATL,AUS,US,US,NA,NA,1307.3083148472165,661574.6822872703,6985.5,44.5
neo,F9,ATL,AUS,US,US,NA,NA,1307.3083148472165,981036.8185356972,13857.0,74.5
ceo,F9,ATL,AUS,US,US,NA,NA,1307.3083148472165,572373.6015294361,6960.0,38.5
neo,NK,ATL,AUS,US,US,NA,NA,1307.3083148472165,256781.44914692745,3549.0,19.5
ceo,NK,ATL,AUS,US,US,NA,NA,1307.3083148472165,2757800.080096374,33865.0,185.5
ceo,NK,ATL,AVL,US,US,NA,NA,264.2487547569731,3098.3297634318983,91.0,0.5
ceo,G4,ATL,AZO,US,US,NA,NA,959.4385520349678,11875.883084536925,177.0,1.0
ceo,DL,ATL,BDA,US,BM,NA,NA,1848.216757269193,345014.2608370693,2747.0,17.5
ceo,DL,ATL,BDL,US,US,NA,NA,1382.6785325765395,23291.97616043004,235.5,1.5
ceo,B6,ATL,BHM,US,US,NA,NA,215.9844787518436,2908.5593569879293,75.0,0.5
ceo,DL,ATL,BHM,US,US,NA,NA,215.9844787518436,23268.474855903434,628.0,4.0
ceo,NK,ATL,BHM,US,US,NA,NA,215.9844787518436,2908.5593569879293,91.0,0.5
ceo,UA,ATL,BHM,US,US,NA,NA,215.9844787518436,5817.118713975859,150.0,1.0
ceo,B6,ATL,BNA,US,US,NA,NA,344.19256796275096,3414.7669234381647,75.0,0.5
ceo,DL,ATL,BNA,US,US,NA,NA,344.19256796275096,116102.0753968976,2669.0,17.0
neo,NK,ATL,BNA,US,US,NA,NA,344.19256796275096,2816.566268074551,91.0,0.5
ceo,NK,ATL,BNA,US,US,NA,NA,344.19256796275096,3414.7669234381647,91.0,0.5
ceo,B6,ATL,BOS,US,US,NA,NA,1522.612047533014,13271747.3881775,123999.0,791.5
ceo,DL,ATL,BOS,US,US,NA,NA,1522.612047533014,687481.5450603632,6436.5,41.0
neo,NK,ATL,BOS,US,US,NA,NA,1522.612047533014,216024.1104775939,2639.0,14.5
ceo,NK,ATL,BOS,US,US,NA,NA,1522.612047533014,2682854.809991661,29218.0,160.0
ceo,DL,ATL,BWI,US,US,NA,NA,927.8876018253476,11609.52918516374,157.0,1.0
neo,NK,ATL,BWI,US,US,NA,NA,927.8876018253476,1244614.445481259,22295.0,122.5
ceo,NK,ATL,BWI,US,US,NA,NA,927.8876018253476,8608465.890798915,135231.0,741.5
ceo,DL,ATL,BZE,US,BZ,NA,NA,1824.842145485458,1218788.681620707,9811.0,62.5
ceo,DL,ATL,BZN,US,US,NA,NA,2640.051153097173,54492.21653403963,314.0,2.0
ceo,DL,ATL,CAE,US,US,NA,NA,308.235413102222,6544.229479376302,157.0,1.0
ceo,DL,ATL,CHA,US,US,NA,NA,170.77532119806048,8195.008944514248,235.5,1.5
ceo,DL,ATL,CHS,US,US,NA,NA,416.87331631198026,3704.734307901572,78.5,0.5
ceo,DL,ATL,CID,US,US,NA,NA,1117.0009918193823,52873.0948636351,628.0,4.0
ceo,G4,ATL,CID,US,US,NA,NA,1117.0009918193823,6609.136857954388,88.5,0.5
ceo,DL,ATL,CLE,US,US,NA,NA,892.3961259197431,5655.443529143885,78.5,0.5
neo,NK,ATL,CLE,US,US,NA,NA,892.3961259197431,321144.5018196576,5915.0,32.5
ceo,NK,ATL,CLE,US,US,NA,NA,892.3961259197431,3308434.464549173,53351.0,292.5
ceo,UA,ATL,CLE,US,US,NA,NA,892.3961259197431,5655.443529143885,75.0,0.5
ceo,AA,ATL,CLT,US,US,NA,NA,364.98123473563385,3763292.5854750727,80700.0,538.0
ceo,DL,ATL,CLT,US,US,NA,NA,364.98123473563385,6994.96763099456,157.0,1.0
ceo,NK,ATL,CLT,US,US,NA,NA,364.98123473563385,3497.48381549728,91.0,0.5
ceo,DL,ATL,COS,US,US,NA,NA,1906.139298911823,5983438.750062767,46369.0,295.5
neo,F9,ATL,COS,US,US,NA,NA,1906.139298911823,1207403.775143128,12462.0,67.0
ceo,F9,ATL,COS,US,US,NA,NA,1906.139298911823,850437.994932779,7608.0,42.0
ceo,UA,ATL,COS,US,US,NA,NA,1906.139298911823,20248.52368887569,150.0,1.0
ceo,DL,ATL,CUN,US,MX,NA,NA,1416.6025549908,292801.06583517743,2904.0,18.5
neo,Y4,ATL,CUN,US,MX,NA,NA,1416.6025549908,84266.20376131336,1079.0,6.0
ceo,Y4,ATL,CUN,US,MX,NA,NA,1416.6025549908,79135.4231986966,895.0,5.0
ceo,DL,ATL,CVG,US,US,NA,NA,600.9417755728746,1970820.5007889336,34765.0,221.5
neo,F9,ATL,CVG,US,US,NA,NA,600.9417755728746,483195.10359644855,11811.0,63.5
ceo,F9,ATL,CVG,US,US,NA,NA,600.9417755728746,186849.7991718628,3819.0,21.0
ceo,DL,ATL,CWF,US,US,NA,NA,907.0981013659424,11434.47085881212,157.0,1.0
ceo,DL,ATL,CZM,US,MX,NA,NA,1475.2409202832955,375965.2781006064,3611.0,23.0
ceo,DL,ATL,DAL,US,US,NA,NA,1160.4602204550506,9025170.964602022,104240.5,664.0
ceo,DL,ATL,DCA,US,US,NA,NA,880.4426978350572,8721798.791008728,122112.0,778.0
neo,F9,ATL,DEN,US,US,NA,NA,1930.0176797355712,4281022.331343894,43710.0,235.0
ceo,F9,ATL,DEN,US,US,NA,NA,1930.0176797355712,2558653.536438764,22638.0,125.0
neo,NK,ATL,DEN,US,US,NA,NA,1930.0176797355712,145736.93042872832,1456.0,8.0
ceo,NK,ATL,DEN,US,US,NA,NA,1930.0176797355712,1391907.523822687,12480.0,68.0
ceo,UA,ATL,DEN,US,US,NA,NA,1930.0176797355712,5240122.442626587,38400.0,256.0
ceo,AA,ATL,DFW,US,US,NA,NA,1177.0065746624557,4422628.262455562,48300.0,322.0
ceo,DL,ATL,DFW,US,US,NA,NA,1177.0065746624557,24942524.61061895,285034.0,1816.0
neo,NK,ATL,DFW,US,US,NA,NA,1177.0065746624557,1243262.6823406904,18655.0,102.5
ceo,NK,ATL,DFW,US,US,NA,NA,1177.0065746624557,5638164.291111828,74873.0,410.5
ceo,DL,ATL,DTW,US,US,NA,NA,956.5183455537068,9072090.746452391,120139.0,765.5
neo,NK,ATL,DTW,US,US,NA,NA,956.5183455537068,784091.0240643879,13741.0,75.5
ceo,NK,ATL,DTW,US,US,NA,NA,956.5183455537068,5771532.58461439,88826.0,487.0
ceo,DL,ATL,ECP,US,US,NA,NA,385.92171442343056,3580.984304615545,78.5,0.5
ceo,AA,ATL,ELP,US,US,NA,NA,2063.785576266274,21714.29238673201,150.0,1.0
neo,F9,ATL,EWR,US,US,NA,NA,1199.9399227580686,190832.852859716,2883.0,15.5
ceo,F9,ATL,EWR,US,US,NA,NA,1199.9399227580686,90565.07514096606,1179.0,6.5
neo,NK,ATL,EWR,US,US,NA,NA,1199.9399227580686,658681.1372899875,9737.0,53.5
ceo,NK,ATL,EWR,US,US,NA,NA,1199.9399227580686,2870216.227544463,37568.0,206.0
ceo,UA,ATL,EWR,US,US,NA,NA,1199.9399227580686,4758149.717021525,51225.0,341.5
ceo,DL,ATL,FAR,US,US,NA,NA,1807.804739872947,9672.284660206771,78.5,0.5
ceo,DL,ATL,FAY,US,US,NA,NA,532.1972412242648,1017305.7533528324,19150.5,122.0
ceo,B6,ATL,FLL,US,US,NA,NA,934.458667486385,8608721.905363036,113688.0,738.0
ceo,DL,ATL,FLL,US,US,NA,NA,934.458667486385,75822.07640224896,1020.5,6.5
neo,NK,ATL,FLL,US,US,NA,NA,934.458667486385,398259.2769544459,7098.0,39.0
ceo,NK,ATL,FLL,US,US,NA,NA,934.458667486385,2857909.03362323,44692.0,245.0
ceo,DL,ATL,FSD,US,US,NA,NA,1536.1225875412035,295547.04276747565,2746.0,17.5
ceo,DL,ATL,GCM,US,KY,NA,NA,1618.244409540541,546357.4892957633,4867.0,31.0
ceo,DL,ATL,GDL,US,MX,NA,NA,2362.411980665416,5093473.942471423,32567.0,207.5
ceo,DL,ATL,GJT,US,US,NA,NA,2239.1483660920508,11684.39182697545,78.5,0.5
ceo,DL,ATL,GNV,US,US,NA,NA,482.9896429337071,1528603.139509954,30212.0,192.5
ceo,DL,ATL,GPT,US,US,NA,NA,566.0436201818478,714906.2783414857,13028.0,83.0
ceo,DL,ATL,GRB,US,US,NA,NA,1245.721895372195,28660.1703335073,314.0,2.0
ceo,DL,ATL,GRR,US,US,NA,NA,1030.5486011311416,6239.597887322279,78.5,0.5
ceo,DL,ATL,GSO,US,US,NA,NA,493.0116340410081,4010.8241291290337,78.5,0.5
ceo,DL,ATL,GSP,US,US,NA,NA,246.7660076255112,1396589.7005531671,36184.0,230.5
ceo,DL,ATL,HDN,US,US,NA,NA,2156.987530394525,2270342.8354845005,15778.5,100.5
ceo,DL,ATL,HOU,US,US,NA,NA,1119.609977307703,820921.7452246157,9734.0,62.0
ceo,DL,ATL,HSV,US,US,NA,NA,243.2584162199617,15078.400903726131,392.5,2.5
ceo,UA,ATL,HSV,US,US,NA,NA,243.2584162199617,3015.6801807452266,75.0,0.5
ceo,DL,ATL,IAD,US,US,NA,NA,859.234384249314,237204.85547195465,3375.5,21.5
ceo,UA,ATL,IAD,US,US,NA,NA,859.234384249314,628868.6866000658,8550.0,57.0
ceo,AA,ATL,IAH,US,US,NA,NA,1109.1148362341874,6575.30034368272,75.0,0.5
ceo,DL,ATL,IAH,US,US,NA,NA,1109.1148362341874,2327656.3216636837,27783.5,177.0
neo,NK,ATL,IAH,US,US,NA,NA,1109.1148362341874,81133.54500765007,1274.0,7.0
ceo,NK,ATL,IAH,US,US,NA,NA,1109.1148362341874,815337.2426166574,11284.0,62.0
